workerId,comment,answer,race,age,gender,politic
eFrulY56,54,1,White,26,Female,Republican
eFrulY56,62,-1,White,26,Female,Republican
iVjxsxHz,82,1,White,20,Female,Democrat
iVjxsxHz,7,-1,White,20,Female,Democrat
iVjxsxHz,100,1,White,20,Female,Democrat
iVjxsxHz,12,-1,White,20,Female,Democrat
iVjxsxHz,98,1,White,20,Female,Democrat
iVjxsxHz,29,-1,White,20,Female,Democrat
iVjxsxHz,83,1,White,20,Female,Democrat
iVjxsxHz,22,-1,White,20,Female,Democrat
iVjxsxHz,45,1,White,20,Female,Democrat
iVjxsxHz,71,1,White,20,Female,Democrat
iVjxsxHz,77,1,White,20,Female,Democrat
iVjxsxHz,59,1,White,20,Female,Democrat
iVjxsxHz,2,-1,White,20,Female,Democrat
iVjxsxHz,115,1,White,20,Female,Democrat
iVjxsxHz,69,-1,White,20,Female,Democrat
iVjxsxHz,50,1,White,20,Female,Democrat
iVjxsxHz,99,1,White,20,Female,Democrat
iVjxsxHz,113,1,White,20,Female,Democrat
iVjxsxHz,11,1,White,20,Female,Democrat
iVjxsxHz,31,1,White,20,Female,Democrat
iVjxsxHz,30,1,White,20,Female,Democrat
iVjxsxHz,65,-1,White,20,Female,Democrat
iVjxsxHz,109,1,White,20,Female,Democrat
iVjxsxHz,48,1,White,20,Female,Democrat
wicL9WCe,39,1,Hispanic,22,Female,Democrat
wicL9WCe,88,1,Hispanic,22,Female,Democrat
wicL9WCe,79,1,Hispanic,22,Female,Democrat
wicL9WCe,56,1,Hispanic,22,Female,Democrat
wicL9WCe,60,-1,Hispanic,22,Female,Democrat
wicL9WCe,42,1,Hispanic,22,Female,Democrat
wicL9WCe,83,1,Hispanic,22,Female,Democrat
wicL9WCe,110,1,Hispanic,22,Female,Democrat
wicL9WCe,32,-1,Hispanic,22,Female,Democrat
wicL9WCe,118,1,Hispanic,22,Female,Democrat
wicL9WCe,107,1,Hispanic,22,Female,Democrat
wicL9WCe,91,1,Hispanic,22,Female,Democrat
wicL9WCe,12,-1,Hispanic,22,Female,Democrat
wicL9WCe,44,1,Hispanic,22,Female,Democrat
wicL9WCe,94,1,Hispanic,22,Female,Democrat
wicL9WCe,50,1,Hispanic,22,Female,Democrat
wicL9WCe,28,1,Hispanic,22,Female,Democrat
wicL9WCe,78,1,Hispanic,22,Female,Democrat
wicL9WCe,14,-1,Hispanic,22,Female,Democrat
wicL9WCe,23,1,Hispanic,22,Female,Democrat
wicL9WCe,8,-1,Hispanic,22,Female,Democrat
wicL9WCe,101,1,Hispanic,22,Female,Democrat
wicL9WCe,63,-1,Hispanic,22,Female,Democrat
wicL9WCe,2,-1,Hispanic,22,Female,Democrat
JFLDlmjb,17,1,White,25,Female,Democrat
JFLDlmjb,66,-1,White,25,Female,Democrat
JFLDlmjb,2,-1,White,25,Female,Democrat
JFLDlmjb,73,-1,White,25,Female,Democrat
JFLDlmjb,94,-1,White,25,Female,Democrat
JFLDlmjb,52,1,White,25,Female,Democrat
JFLDlmjb,11,1,White,25,Female,Democrat
JFLDlmjb,34,1,White,25,Female,Democrat
JFLDlmjb,118,1,White,25,Female,Democrat
JFLDlmjb,0,-1,White,25,Female,Democrat
JFLDlmjb,23,1,White,25,Female,Democrat
JFLDlmjb,96,-1,White,25,Female,Democrat
JFLDlmjb,63,-1,White,25,Female,Democrat
JFLDlmjb,88,1,White,25,Female,Democrat
JFLDlmjb,85,-1,White,25,Female,Democrat
JFLDlmjb,51,-1,White,25,Female,Democrat
JFLDlmjb,106,1,White,25,Female,Democrat
JFLDlmjb,38,1,White,25,Female,Democrat
JFLDlmjb,41,-1,White,25,Female,Democrat
JFLDlmjb,119,1,White,25,Female,Democrat
JFLDlmjb,49,1,White,25,Female,Democrat
JFLDlmjb,27,-1,White,25,Female,Democrat
JFLDlmjb,72,1,White,25,Female,Democrat
JFLDlmjb,102,1,White,25,Female,Democrat
0evcAXEF,31,1,White,23,Female,Independent
0evcAXEF,15,-1,White,23,Female,Independent
0evcAXEF,58,1,White,23,Female,Independent
0evcAXEF,25,-1,White,23,Female,Independent
0evcAXEF,64,-1,White,23,Female,Independent
0evcAXEF,49,1,White,23,Female,Independent
0evcAXEF,86,1,White,23,Female,Independent
0evcAXEF,70,-1,White,23,Female,Independent
0evcAXEF,84,-1,White,23,Female,Independent
0evcAXEF,103,-1,White,23,Female,Independent
0evcAXEF,42,1,White,23,Female,Independent
0evcAXEF,19,-1,White,23,Female,Independent
0evcAXEF,108,1,White,23,Female,Independent
0evcAXEF,7,-1,White,23,Female,Independent
0evcAXEF,72,-1,White,23,Female,Independent
0evcAXEF,35,1,White,23,Female,Independent
0evcAXEF,1,-1,White,23,Female,Independent
0evcAXEF,56,1,White,23,Female,Independent
0evcAXEF,98,1,White,23,Female,Independent
0evcAXEF,28,1,White,23,Female,Independent
0evcAXEF,115,1,White,23,Female,Independent
0evcAXEF,118,1,White,23,Female,Independent
0evcAXEF,65,-1,White,23,Female,Independent
0evcAXEF,93,1,White,23,Female,Independent
8yY0XGy6,34,1,Asian,26,Female,Democrat
8yY0XGy6,37,1,Asian,26,Female,Democrat
8yY0XGy6,3,-1,Asian,26,Female,Democrat
8yY0XGy6,1,-1,Asian,26,Female,Democrat
8yY0XGy6,79,1,Asian,26,Female,Democrat
8yY0XGy6,49,1,Asian,26,Female,Democrat
8yY0XGy6,56,1,Asian,26,Female,Democrat
8yY0XGy6,61,-1,Asian,26,Female,Democrat
8yY0XGy6,27,1,Asian,26,Female,Democrat
8yY0XGy6,106,1,Asian,26,Female,Democrat
8yY0XGy6,86,1,Asian,26,Female,Democrat
8yY0XGy6,26,1,Asian,26,Female,Democrat
8yY0XGy6,92,1,Asian,26,Female,Democrat
8yY0XGy6,111,1,Asian,26,Female,Democrat
8yY0XGy6,17,1,Asian,26,Female,Democrat
8yY0XGy6,62,-1,Asian,26,Female,Democrat
8yY0XGy6,101,1,Asian,26,Female,Democrat
8yY0XGy6,18,1,Asian,26,Female,Democrat
8yY0XGy6,46,1,Asian,26,Female,Democrat
8yY0XGy6,74,1,Asian,26,Female,Democrat
8yY0XGy6,114,1,Asian,26,Female,Democrat
8yY0XGy6,84,-1,Asian,26,Female,Democrat
8yY0XGy6,97,1,Asian,26,Female,Democrat
8yY0XGy6,59,1,Asian,26,Female,Democrat
3vt3ne2c,30,1,White,22,Female,Democrat
3vt3ne2c,63,-1,White,22,Female,Democrat
3vt3ne2c,99,1,White,22,Female,Democrat
3vt3ne2c,3,-1,White,22,Female,Democrat
3vt3ne2c,35,1,White,22,Female,Democrat
3vt3ne2c,84,1,White,22,Female,Democrat
3vt3ne2c,107,1,White,22,Female,Democrat
3vt3ne2c,29,1,White,22,Female,Democrat
3vt3ne2c,27,-1,White,22,Female,Democrat
3vt3ne2c,1,-1,White,22,Female,Democrat
3vt3ne2c,51,1,White,22,Female,Democrat
3vt3ne2c,43,1,White,22,Female,Democrat
3vt3ne2c,97,1,White,22,Female,Democrat
3vt3ne2c,105,1,White,22,Female,Democrat
3vt3ne2c,81,1,White,22,Female,Democrat
3vt3ne2c,53,1,White,22,Female,Democrat
3vt3ne2c,76,1,White,22,Female,Democrat
3vt3ne2c,40,1,White,22,Female,Democrat
3vt3ne2c,62,-1,White,22,Female,Democrat
3vt3ne2c,112,1,White,22,Female,Democrat
3vt3ne2c,16,-1,White,22,Female,Democrat
3vt3ne2c,115,1,White,22,Female,Democrat
3vt3ne2c,74,-1,White,22,Female,Democrat
3vt3ne2c,12,-1,White,22,Female,Democrat
KuI52gI0,10,-1,White,40,Female,Independent
KuI52gI0,109,1,White,40,Female,Independent
KuI52gI0,8,-1,White,40,Female,Independent
KuI52gI0,9,-1,White,40,Female,Independent
KuI52gI0,31,1,White,40,Female,Independent
KuI52gI0,42,1,White,40,Female,Independent
KuI52gI0,50,1,White,40,Female,Independent
KuI52gI0,37,1,White,40,Female,Independent
KuI52gI0,93,-1,White,40,Female,Independent
KuI52gI0,49,1,White,40,Female,Independent
KuI52gI0,98,1,White,40,Female,Independent
KuI52gI0,17,-1,White,40,Female,Independent
KuI52gI0,52,1,White,40,Female,Independent
KuI52gI0,108,1,White,40,Female,Independent
KuI52gI0,87,1,White,40,Female,Independent
KuI52gI0,64,-1,White,40,Female,Independent
KuI52gI0,111,1,White,40,Female,Independent
KuI52gI0,84,1,White,40,Female,Independent
KuI52gI0,26,-1,White,40,Female,Independent
KuI52gI0,29,-1,White,40,Female,Independent
KuI52gI0,72,-1,White,40,Female,Independent
KuI52gI0,60,-1,White,40,Female,Independent
KuI52gI0,77,-1,White,40,Female,Independent
KuI52gI0,112,1,White,40,Female,Independent
4123TE2X,105,1,White,23,Female,Democrat
4123TE2X,31,1,White,23,Female,Democrat
4123TE2X,64,-1,White,23,Female,Democrat
4123TE2X,19,1,White,23,Female,Democrat
4123TE2X,53,1,White,23,Female,Democrat
4123TE2X,103,-1,White,23,Female,Democrat
4123TE2X,14,-1,White,23,Female,Democrat
4123TE2X,6,-1,White,23,Female,Democrat
4123TE2X,72,-1,White,23,Female,Democrat
4123TE2X,90,1,White,23,Female,Democrat
4123TE2X,45,1,White,23,Female,Democrat
4123TE2X,70,-1,White,23,Female,Democrat
4123TE2X,8,-1,White,23,Female,Democrat
4123TE2X,85,-1,White,23,Female,Democrat
4123TE2X,48,1,White,23,Female,Democrat
4123TE2X,84,1,White,23,Female,Democrat
4123TE2X,23,1,White,23,Female,Democrat
4123TE2X,119,1,White,23,Female,Democrat
4123TE2X,68,1,White,23,Female,Democrat
4123TE2X,24,1,White,23,Female,Democrat
4123TE2X,95,1,White,23,Female,Democrat
4123TE2X,55,1,White,23,Female,Democrat
4123TE2X,37,1,White,23,Female,Democrat
4123TE2X,110,1,White,23,Female,Democrat
Nrbdydpj,13,1,Asian,25,Female,Democrat
Nrbdydpj,31,1,Asian,25,Female,Democrat
Nrbdydpj,94,-1,Asian,25,Female,Democrat
Nrbdydpj,76,1,Asian,25,Female,Democrat
Nrbdydpj,92,-1,Asian,25,Female,Democrat
Nrbdydpj,55,1,Asian,25,Female,Democrat
Nrbdydpj,47,1,Asian,25,Female,Democrat
Nrbdydpj,29,1,Asian,25,Female,Democrat
Nrbdydpj,59,1,Asian,25,Female,Democrat
Nrbdydpj,30,1,Asian,25,Female,Democrat
Nrbdydpj,74,-1,Asian,25,Female,Democrat
Nrbdydpj,17,-1,Asian,25,Female,Democrat
Nrbdydpj,114,-1,Asian,25,Female,Democrat
Nrbdydpj,115,1,Asian,25,Female,Democrat
Nrbdydpj,81,-1,Asian,25,Female,Democrat
Nrbdydpj,6,-1,Asian,25,Female,Democrat
Nrbdydpj,100,-1,Asian,25,Female,Democrat
Nrbdydpj,27,-1,Asian,25,Female,Democrat
Nrbdydpj,104,-1,Asian,25,Female,Democrat
Nrbdydpj,62,-1,Asian,25,Female,Democrat
Nrbdydpj,45,1,Asian,25,Female,Democrat
Nrbdydpj,8,-1,Asian,25,Female,Democrat
Nrbdydpj,61,-1,Asian,25,Female,Democrat
Nrbdydpj,88,-1,Asian,25,Female,Democrat
Qwna5Ttj,88,1,White,22,Female,Democrat
Qwna5Ttj,37,1,White,22,Female,Democrat
Qwna5Ttj,35,1,White,22,Female,Democrat
Qwna5Ttj,99,1,White,22,Female,Democrat
Qwna5Ttj,19,1,White,22,Female,Democrat
Qwna5Ttj,66,-1,White,22,Female,Democrat
Qwna5Ttj,13,1,White,22,Female,Democrat
Qwna5Ttj,67,-1,White,22,Female,Democrat
Qwna5Ttj,22,-1,White,22,Female,Democrat
Qwna5Ttj,82,1,White,22,Female,Democrat
Qwna5Ttj,49,1,White,22,Female,Democrat
Qwna5Ttj,73,-1,White,22,Female,Democrat
Qwna5Ttj,52,1,White,22,Female,Democrat
Qwna5Ttj,104,1,White,22,Female,Democrat
Qwna5Ttj,41,1,White,22,Female,Democrat
Qwna5Ttj,3,-1,White,22,Female,Democrat
Qwna5Ttj,92,-1,White,22,Female,Democrat
Qwna5Ttj,103,-1,White,22,Female,Democrat
Qwna5Ttj,29,-1,White,22,Female,Democrat
Qwna5Ttj,55,1,White,22,Female,Democrat
Qwna5Ttj,4,-1,White,22,Female,Democrat
Qwna5Ttj,77,-1,White,22,Female,Democrat
Qwna5Ttj,117,1,White,22,Female,Democrat
Qwna5Ttj,115,1,White,22,Female,Democrat
AVbxkHeE,1,-1,White,48,Female,Democrat
AVbxkHeE,7,-1,White,48,Female,Democrat
AVbxkHeE,16,1,White,48,Female,Democrat
AVbxkHeE,50,1,White,48,Female,Democrat
AVbxkHeE,11,1,White,48,Female,Democrat
AVbxkHeE,56,1,White,48,Female,Democrat
AVbxkHeE,27,-1,White,48,Female,Democrat
AVbxkHeE,28,1,White,48,Female,Democrat
AVbxkHeE,33,1,White,48,Female,Democrat
AVbxkHeE,42,1,White,48,Female,Democrat
AVbxkHeE,32,-1,White,48,Female,Democrat
AVbxkHeE,44,1,White,48,Female,Democrat
AVbxkHeE,73,1,White,48,Female,Democrat
AVbxkHeE,68,1,White,48,Female,Democrat
AVbxkHeE,76,1,White,48,Female,Democrat
AVbxkHeE,69,-1,White,48,Female,Democrat
AVbxkHeE,110,1,White,48,Female,Democrat
AVbxkHeE,100,1,White,48,Female,Democrat
AVbxkHeE,87,1,White,48,Female,Democrat
AVbxkHeE,85,1,White,48,Female,Democrat
AVbxkHeE,112,1,White,48,Female,Democrat
AVbxkHeE,93,1,White,48,Female,Democrat
AVbxkHeE,99,1,White,48,Female,Democrat
AVbxkHeE,104,1,White,48,Female,Democrat
cKodRrXL,35,1,White,24,Female,Democrat
cKodRrXL,68,1,White,24,Female,Democrat
cKodRrXL,101,1,White,24,Female,Democrat
cKodRrXL,69,1,White,24,Female,Democrat
cKodRrXL,96,1,White,24,Female,Democrat
cKodRrXL,33,1,White,24,Female,Democrat
cKodRrXL,43,1,White,24,Female,Democrat
cKodRrXL,25,1,White,24,Female,Democrat
cKodRrXL,10,-1,White,24,Female,Democrat
cKodRrXL,83,1,White,24,Female,Democrat
cKodRrXL,24,1,White,24,Female,Democrat
cKodRrXL,114,1,White,24,Female,Democrat
cKodRrXL,46,1,White,24,Female,Democrat
cKodRrXL,113,1,White,24,Female,Democrat
cKodRrXL,15,-1,White,24,Female,Democrat
cKodRrXL,79,1,White,24,Female,Democrat
cKodRrXL,90,1,White,24,Female,Democrat
cKodRrXL,5,-1,White,24,Female,Democrat
cKodRrXL,89,-1,White,24,Female,Democrat
cKodRrXL,54,1,White,24,Female,Democrat
cKodRrXL,0,-1,White,24,Female,Democrat
cKodRrXL,56,1,White,24,Female,Democrat
cKodRrXL,109,1,White,24,Female,Democrat
cKodRrXL,72,-1,White,24,Female,Democrat
YINJxL4d,7,-1,White,22,Female,Democrat
YINJxL4d,53,1,White,22,Female,Democrat
YINJxL4d,96,1,White,22,Female,Democrat
YINJxL4d,75,1,White,22,Female,Democrat
YINJxL4d,104,1,White,22,Female,Democrat
YINJxL4d,109,1,White,22,Female,Democrat
YINJxL4d,37,1,White,22,Female,Democrat
YINJxL4d,95,1,White,22,Female,Democrat
YINJxL4d,49,1,White,22,Female,Democrat
YINJxL4d,36,1,White,22,Female,Democrat
YINJxL4d,29,1,White,22,Female,Democrat
YINJxL4d,69,1,White,22,Female,Democrat
YINJxL4d,111,1,White,22,Female,Democrat
YINJxL4d,82,1,White,22,Female,Democrat
YINJxL4d,110,1,White,22,Female,Democrat
YINJxL4d,88,1,White,22,Female,Democrat
YINJxL4d,54,1,White,22,Female,Democrat
YINJxL4d,48,1,White,22,Female,Democrat
YINJxL4d,18,1,White,22,Female,Democrat
YINJxL4d,11,1,White,22,Female,Democrat
YINJxL4d,5,-1,White,22,Female,Democrat
YINJxL4d,22,1,White,22,Female,Democrat
YINJxL4d,62,-1,White,22,Female,Democrat
YINJxL4d,78,1,White,22,Female,Democrat
LCfIO0H6,0,-1,White,28,Female,Democrat
LCfIO0H6,44,1,White,28,Female,Democrat
LCfIO0H6,80,1,White,28,Female,Democrat
LCfIO0H6,65,-1,White,28,Female,Democrat
LCfIO0H6,70,-1,White,28,Female,Democrat
LCfIO0H6,45,1,White,28,Female,Democrat
LCfIO0H6,102,1,White,28,Female,Democrat
LCfIO0H6,12,-1,White,28,Female,Democrat
LCfIO0H6,111,1,White,28,Female,Democrat
LCfIO0H6,108,1,White,28,Female,Democrat
LCfIO0H6,16,-1,White,28,Female,Democrat
LCfIO0H6,37,1,White,28,Female,Democrat
LCfIO0H6,27,-1,White,28,Female,Democrat
LCfIO0H6,71,-1,White,28,Female,Democrat
LCfIO0H6,62,-1,White,28,Female,Democrat
LCfIO0H6,4,-1,White,28,Female,Democrat
LCfIO0H6,56,1,White,28,Female,Democrat
LCfIO0H6,86,-1,White,28,Female,Democrat
LCfIO0H6,57,1,White,28,Female,Democrat
LCfIO0H6,25,1,White,28,Female,Democrat
LCfIO0H6,90,-1,White,28,Female,Democrat
LCfIO0H6,32,-1,White,28,Female,Democrat
LCfIO0H6,110,1,White,28,Female,Democrat
LCfIO0H6,96,-1,White,28,Female,Democrat
lkjjjKzY,106,1,Hispanic,26,Female,Democrat
lkjjjKzY,35,1,Hispanic,26,Female,Democrat
lkjjjKzY,14,-1,Hispanic,26,Female,Democrat
lkjjjKzY,31,1,Hispanic,26,Female,Democrat
lkjjjKzY,24,1,Hispanic,26,Female,Democrat
lkjjjKzY,18,-1,Hispanic,26,Female,Democrat
lkjjjKzY,8,-1,Hispanic,26,Female,Democrat
lkjjjKzY,40,1,Hispanic,26,Female,Democrat
lkjjjKzY,88,1,Hispanic,26,Female,Democrat
lkjjjKzY,6,-1,Hispanic,26,Female,Democrat
lkjjjKzY,82,-1,Hispanic,26,Female,Democrat
lkjjjKzY,67,-1,Hispanic,26,Female,Democrat
lkjjjKzY,90,-1,Hispanic,26,Female,Democrat
lkjjjKzY,100,1,Hispanic,26,Female,Democrat
lkjjjKzY,25,1,Hispanic,26,Female,Democrat
lkjjjKzY,112,1,Hispanic,26,Female,Democrat
lkjjjKzY,79,-1,Hispanic,26,Female,Democrat
lkjjjKzY,72,-1,Hispanic,26,Female,Democrat
lkjjjKzY,56,1,Hispanic,26,Female,Democrat
lkjjjKzY,63,-1,Hispanic,26,Female,Democrat
lkjjjKzY,55,1,Hispanic,26,Female,Democrat
lkjjjKzY,48,1,Hispanic,26,Female,Democrat
lkjjjKzY,111,-1,Hispanic,26,Female,Democrat
lkjjjKzY,95,-1,Hispanic,26,Female,Democrat
LIVYEDd2,77,1,White,45,Female,Democrat
LIVYEDd2,69,1,White,45,Female,Democrat
LIVYEDd2,107,1,White,45,Female,Democrat
LIVYEDd2,108,1,White,45,Female,Democrat
LIVYEDd2,23,1,White,45,Female,Democrat
LIVYEDd2,92,-1,White,45,Female,Democrat
LIVYEDd2,41,1,White,45,Female,Democrat
LIVYEDd2,48,1,White,45,Female,Democrat
LIVYEDd2,9,-1,White,45,Female,Democrat
LIVYEDd2,10,-1,White,45,Female,Democrat
LIVYEDd2,11,-1,White,45,Female,Democrat
LIVYEDd2,117,1,White,45,Female,Democrat
LIVYEDd2,75,1,White,45,Female,Democrat
LIVYEDd2,54,1,White,45,Female,Democrat
LIVYEDd2,89,-1,White,45,Female,Democrat
LIVYEDd2,3,-1,White,45,Female,Democrat
LIVYEDd2,99,1,White,45,Female,Democrat
LIVYEDd2,86,1,White,45,Female,Democrat
LIVYEDd2,58,1,White,45,Female,Democrat
LIVYEDd2,61,-1,White,45,Female,Democrat
LIVYEDd2,25,-1,White,45,Female,Democrat
LIVYEDd2,34,1,White,45,Female,Democrat
LIVYEDd2,39,1,White,45,Female,Democrat
LIVYEDd2,111,1,White,45,Female,Democrat
GoytSyeZ,0,-1,White,30,Female,Independent
GoytSyeZ,5,-1,White,30,Female,Independent
GoytSyeZ,48,1,White,30,Female,Independent
GoytSyeZ,93,1,White,30,Female,Independent
GoytSyeZ,118,1,White,30,Female,Independent
GoytSyeZ,36,1,White,30,Female,Independent
GoytSyeZ,105,1,White,30,Female,Independent
GoytSyeZ,23,1,White,30,Female,Independent
GoytSyeZ,85,1,White,30,Female,Independent
GoytSyeZ,13,1,White,30,Female,Independent
GoytSyeZ,35,1,White,30,Female,Independent
GoytSyeZ,42,1,White,30,Female,Independent
GoytSyeZ,77,-1,White,30,Female,Independent
GoytSyeZ,88,1,White,30,Female,Independent
GoytSyeZ,108,1,White,30,Female,Independent
GoytSyeZ,51,1,White,30,Female,Independent
GoytSyeZ,99,1,White,30,Female,Independent
GoytSyeZ,53,1,White,30,Female,Independent
GoytSyeZ,70,-1,White,30,Female,Independent
GoytSyeZ,20,-1,White,30,Female,Independent
GoytSyeZ,19,-1,White,30,Female,Independent
GoytSyeZ,112,1,White,30,Female,Independent
GoytSyeZ,67,-1,White,30,Female,Independent
GoytSyeZ,62,-1,White,30,Female,Independent
LLW4sON6,57,1,White,21,Female,Democrat
LLW4sON6,97,1,White,21,Female,Democrat
LLW4sON6,35,1,White,21,Female,Democrat
LLW4sON6,92,1,White,21,Female,Democrat
LLW4sON6,65,-1,White,21,Female,Democrat
LLW4sON6,86,1,White,21,Female,Democrat
LLW4sON6,108,1,White,21,Female,Democrat
LLW4sON6,85,-1,White,21,Female,Democrat
LLW4sON6,107,1,White,21,Female,Democrat
LLW4sON6,53,1,White,21,Female,Democrat
LLW4sON6,74,1,White,21,Female,Democrat
LLW4sON6,118,1,White,21,Female,Democrat
LLW4sON6,76,1,White,21,Female,Democrat
LLW4sON6,47,1,White,21,Female,Democrat
LLW4sON6,44,1,White,21,Female,Democrat
LLW4sON6,112,1,White,21,Female,Democrat
LLW4sON6,69,-1,White,21,Female,Democrat
LLW4sON6,28,1,White,21,Female,Democrat
LLW4sON6,39,1,White,21,Female,Democrat
LLW4sON6,17,1,White,21,Female,Democrat
LLW4sON6,23,1,White,21,Female,Democrat
LLW4sON6,13,1,White,21,Female,Democrat
LLW4sON6,0,-1,White,21,Female,Democrat
LLW4sON6,8,-1,White,21,Female,Democrat
F8i6oFS7,12,-1,White,46,Female,Democrat
F8i6oFS7,64,-1,White,46,Female,Democrat
F8i6oFS7,94,-1,White,46,Female,Democrat
F8i6oFS7,33,1,White,46,Female,Democrat
F8i6oFS7,36,1,White,46,Female,Democrat
F8i6oFS7,54,1,White,46,Female,Democrat
F8i6oFS7,102,1,White,46,Female,Democrat
F8i6oFS7,60,-1,White,46,Female,Democrat
F8i6oFS7,14,-1,White,46,Female,Democrat
F8i6oFS7,28,1,White,46,Female,Democrat
F8i6oFS7,51,1,White,46,Female,Democrat
F8i6oFS7,26,1,White,46,Female,Democrat
F8i6oFS7,1,-1,White,46,Female,Democrat
F8i6oFS7,112,1,White,46,Female,Democrat
F8i6oFS7,110,1,White,46,Female,Democrat
F8i6oFS7,104,1,White,46,Female,Democrat
F8i6oFS7,90,1,White,46,Female,Democrat
F8i6oFS7,85,-1,White,46,Female,Democrat
F8i6oFS7,42,1,White,46,Female,Democrat
F8i6oFS7,82,1,White,46,Female,Democrat
F8i6oFS7,46,1,White,46,Female,Democrat
F8i6oFS7,77,1,White,46,Female,Democrat
F8i6oFS7,9,-1,White,46,Female,Democrat
F8i6oFS7,71,-1,White,46,Female,Democrat
BCwOhmHd,33,1,White,36,Female,Democrat
BCwOhmHd,102,1,White,36,Female,Democrat
BCwOhmHd,37,1,White,36,Female,Democrat
BCwOhmHd,21,1,White,36,Female,Democrat
BCwOhmHd,54,1,White,36,Female,Democrat
BCwOhmHd,90,-1,White,36,Female,Democrat
BCwOhmHd,18,-1,White,36,Female,Democrat
BCwOhmHd,44,1,White,36,Female,Democrat
BCwOhmHd,0,-1,White,36,Female,Democrat
BCwOhmHd,88,-1,White,36,Female,Democrat
BCwOhmHd,100,-1,White,36,Female,Democrat
BCwOhmHd,4,-1,White,36,Female,Democrat
BCwOhmHd,78,-1,White,36,Female,Democrat
BCwOhmHd,98,1,White,36,Female,Democrat
BCwOhmHd,117,1,White,36,Female,Democrat
BCwOhmHd,110,-1,White,36,Female,Democrat
BCwOhmHd,63,-1,White,36,Female,Democrat
BCwOhmHd,45,1,White,36,Female,Democrat
BCwOhmHd,67,-1,White,36,Female,Democrat
BCwOhmHd,25,1,White,36,Female,Democrat
BCwOhmHd,75,-1,White,36,Female,Democrat
BCwOhmHd,50,1,White,36,Female,Democrat
BCwOhmHd,83,-1,White,36,Female,Democrat
BCwOhmHd,19,-1,White,36,Female,Democrat
Ohi0IT1U,116,1,White,24,Female,Democrat
Ohi0IT1U,78,1,White,24,Female,Democrat
Ohi0IT1U,35,1,White,24,Female,Democrat
Ohi0IT1U,98,1,White,24,Female,Democrat
Ohi0IT1U,38,1,White,24,Female,Democrat
Ohi0IT1U,70,1,White,24,Female,Democrat
Ohi0IT1U,104,1,White,24,Female,Democrat
Ohi0IT1U,28,1,White,24,Female,Democrat
Ohi0IT1U,16,1,White,24,Female,Democrat
Ohi0IT1U,21,1,White,24,Female,Democrat
Ohi0IT1U,53,1,White,24,Female,Democrat
Ohi0IT1U,61,1,White,24,Female,Democrat
Ohi0IT1U,62,-1,White,24,Female,Democrat
Ohi0IT1U,55,1,White,24,Female,Democrat
Ohi0IT1U,114,1,White,24,Female,Democrat
Ohi0IT1U,99,1,White,24,Female,Democrat
Ohi0IT1U,100,1,White,24,Female,Democrat
Ohi0IT1U,80,1,White,24,Female,Democrat
Ohi0IT1U,44,1,White,24,Female,Democrat
Ohi0IT1U,40,1,White,24,Female,Democrat
Ohi0IT1U,4,-1,White,24,Female,Democrat
Ohi0IT1U,82,1,White,24,Female,Democrat
Ohi0IT1U,8,-1,White,24,Female,Democrat
Ohi0IT1U,17,1,White,24,Female,Democrat
OqywHdmc,59,1,White,68,Female,Democrat
OqywHdmc,88,1,White,68,Female,Democrat
OqywHdmc,92,1,White,68,Female,Democrat
OqywHdmc,113,1,White,68,Female,Democrat
OqywHdmc,109,1,White,68,Female,Democrat
OqywHdmc,54,1,White,68,Female,Democrat
OqywHdmc,85,1,White,68,Female,Democrat
OqywHdmc,76,1,White,68,Female,Democrat
OqywHdmc,96,1,White,68,Female,Democrat
OqywHdmc,101,1,White,68,Female,Democrat
OqywHdmc,119,1,White,68,Female,Democrat
OqywHdmc,49,1,White,68,Female,Democrat
OqywHdmc,45,1,White,68,Female,Democrat
OqywHdmc,61,-1,White,68,Female,Democrat
OqywHdmc,71,-1,White,68,Female,Democrat
OqywHdmc,22,1,White,68,Female,Democrat
OqywHdmc,63,-1,White,68,Female,Democrat
OqywHdmc,25,1,White,68,Female,Democrat
OqywHdmc,31,1,White,68,Female,Democrat
OqywHdmc,36,1,White,68,Female,Democrat
OqywHdmc,6,-1,White,68,Female,Democrat
OqywHdmc,7,1,White,68,Female,Democrat
OqywHdmc,12,-1,White,68,Female,Democrat
OqywHdmc,17,1,White,68,Female,Democrat
JOiZwdSQ,39,1,White,33,Female,Independent
JOiZwdSQ,66,-1,White,33,Female,Independent
JOiZwdSQ,100,1,White,33,Female,Independent
JOiZwdSQ,76,-1,White,33,Female,Independent
JOiZwdSQ,80,1,White,33,Female,Independent
JOiZwdSQ,99,-1,White,33,Female,Independent
JOiZwdSQ,43,1,White,33,Female,Independent
JOiZwdSQ,59,1,White,33,Female,Independent
JOiZwdSQ,113,1,White,33,Female,Independent
JOiZwdSQ,10,-1,White,33,Female,Independent
JOiZwdSQ,20,-1,White,33,Female,Independent
JOiZwdSQ,45,1,White,33,Female,Independent
JOiZwdSQ,81,-1,White,33,Female,Independent
JOiZwdSQ,1,-1,White,33,Female,Independent
JOiZwdSQ,98,-1,White,33,Female,Independent
JOiZwdSQ,9,-1,White,33,Female,Independent
JOiZwdSQ,54,1,White,33,Female,Independent
JOiZwdSQ,29,-1,White,33,Female,Independent
JOiZwdSQ,38,-1,White,33,Female,Independent
