workerId,comment,answer_f,answer_m,race,age,gender,political
moB0X37j,97,0.92,,White,52,Male,Independent
moB0X37j,46,0.95,,White,52,Male,Independent
moB0X37j,108,0.76,,White,52,Male,Independent
moB0X37j,109,0.83,,White,52,Male,Independent
moB0X37j,28,0.77,,White,52,Male,Independent
moB0X37j,41,0.88,,White,52,Male,Independent
moB0X37j,95,0.53,,White,52,Male,Independent
moB0X37j,89,0.49,,White,52,Male,Independent
moB0X37j,69,0.45,,White,52,Male,Independent
moB0X37j,113,0.87,,White,52,Male,Independent
moB0X37j,80,0.89,,White,52,Male,Independent
moB0X37j,119,0.97,,White,52,Male,Independent
moB0X37j,100,0.77,,White,52,Male,Independent
pDlgP2yr,95,0.45,,Asian,27,Female,Democrat
pDlgP2yr,37,0.85,,Asian,27,Female,Democrat
pDlgP2yr,21,0.05,,Asian,27,Female,Democrat
pDlgP2yr,89,0.05,,Asian,27,Female,Democrat
pDlgP2yr,76,0.45,,Asian,27,Female,Democrat
pDlgP2yr,28,0.55,,Asian,27,Female,Democrat
pDlgP2yr,9,0,,Asian,27,Female,Democrat
pDlgP2yr,85,0.45,,Asian,27,Female,Democrat
pDlgP2yr,23,0.35,,Asian,27,Female,Democrat
pDlgP2yr,48,0.95,,Asian,27,Female,Democrat
pDlgP2yr,16,0.05,,Asian,27,Female,Democrat
pDlgP2yr,46,0.85,,Asian,27,Female,Democrat
pDlgP2yr,36,0.85,,Asian,27,Female,Democrat
pDlgP2yr,5,0,,Asian,27,Female,Democrat
pDlgP2yr,119,0.95,,Asian,27,Female,Democrat
pDlgP2yr,116,0.95,,Asian,27,Female,Democrat
pDlgP2yr,117,0.95,,Asian,27,Female,Democrat
pDlgP2yr,6,0,,Asian,27,Female,Democrat
pDlgP2yr,56,0.65,,Asian,27,Female,Democrat
pDlgP2yr,41,0.05,,Asian,27,Female,Democrat
pDlgP2yr,65,0.05,,Asian,27,Female,Democrat
pDlgP2yr,55,0.85,,Asian,27,Female,Democrat
pDlgP2yr,42,0.45,,Asian,27,Female,Democrat
pDlgP2yr,47,0.85,,Asian,27,Female,Democrat
vx21nG0B,96,0.13,,White,37,Female,Democrat
vx21nG0B,74,0.02,,White,37,Female,Democrat
vx21nG0B,49,0.91,,White,37,Female,Democrat
vx21nG0B,68,0.32,,White,37,Female,Democrat
vx21nG0B,39,0.79,,White,37,Female,Democrat
vx21nG0B,29,0.07,,White,37,Female,Democrat
vx21nG0B,84,0.09,,White,37,Female,Democrat
vx21nG0B,73,0.04,,White,37,Female,Democrat
vx21nG0B,72,0,,White,37,Female,Democrat
vx21nG0B,70,0.02,,White,37,Female,Democrat
vx21nG0B,20,0.02,,White,37,Female,Democrat
vx21nG0B,86,0.72,,White,37,Female,Democrat
vx21nG0B,8,0,,White,37,Female,Democrat
vx21nG0B,104,0.78,,White,37,Female,Democrat
vx21nG0B,32,0.45,,White,37,Female,Democrat
vx21nG0B,51,0.99,,White,37,Female,Democrat
vx21nG0B,79,0.02,,White,37,Female,Democrat
vx21nG0B,67,0,,White,37,Female,Democrat
vx21nG0B,42,0.95,,White,37,Female,Democrat
vx21nG0B,112,0.85,,White,37,Female,Democrat
vx21nG0B,97,0.79,,White,37,Female,Democrat
vx21nG0B,102,0.82,,White,37,Female,Democrat
vx21nG0B,60,0,,White,37,Female,Democrat
vx21nG0B,89,0.08,,White,37,Female,Democrat
ILOQy4lW,46,1,,White,25,Female,Republican
ILOQy4lW,74,0.16,,White,25,Female,Republican
ILOQy4lW,23,0.77,,White,25,Female,Republican
ILOQy4lW,44,1,,White,25,Female,Republican
ILOQy4lW,104,0.97,,White,25,Female,Republican
ILOQy4lW,13,0.44,,White,25,Female,Republican
ILOQy4lW,86,0.55,,White,25,Female,Republican
ILOQy4lW,109,0.42,,White,25,Female,Republican
ILOQy4lW,101,0.87,,White,25,Female,Republican
ILOQy4lW,106,1,,White,25,Female,Republican
ILOQy4lW,62,0,,White,25,Female,Republican
ILOQy4lW,115,0.99,,White,25,Female,Republican
ILOQy4lW,91,0.77,,White,25,Female,Republican
ILOQy4lW,53,1,,White,25,Female,Republican
ILOQy4lW,82,0.06,,White,25,Female,Republican
ILOQy4lW,112,1,,White,25,Female,Republican
ILOQy4lW,81,0.84,,White,25,Female,Republican
ILOQy4lW,76,0.58,,White,25,Female,Republican
ILOQy4lW,80,0.87,,White,25,Female,Republican
ILOQy4lW,30,0.96,,White,25,Female,Republican
ILOQy4lW,57,1,,White,25,Female,Republican
ILOQy4lW,27,0.38,,White,25,Female,Republican
ILOQy4lW,11,0.28,,White,25,Female,Republican
ILOQy4lW,64,0,,White,25,Female,Republican
AtjwFkYY,62,0.06,,Hispanic,23,Male,Independent
AtjwFkYY,100,0.31,,Hispanic,23,Male,Independent
AtjwFkYY,41,0.51,,Hispanic,23,Male,Independent
AtjwFkYY,96,0.26,,Hispanic,23,Male,Independent
AtjwFkYY,89,0.06,,Hispanic,23,Male,Independent
AtjwFkYY,58,0.8,,Hispanic,23,Male,Independent
AtjwFkYY,36,0.86,,Hispanic,23,Male,Independent
AtjwFkYY,28,0.51,,Hispanic,23,Male,Independent
AtjwFkYY,51,0.77,,Hispanic,23,Male,Independent
AtjwFkYY,109,0.8,,Hispanic,23,Male,Independent
AtjwFkYY,5,0.03,,Hispanic,23,Male,Independent
AtjwFkYY,68,0.21,,Hispanic,23,Male,Independent
AtjwFkYY,38,0.6,,Hispanic,23,Male,Independent
AtjwFkYY,113,0.73,,Hispanic,23,Male,Independent
AtjwFkYY,49,0.87,,Hispanic,23,Male,Independent
AtjwFkYY,60,0.11,,Hispanic,23,Male,Independent
AtjwFkYY,40,0.88,,Hispanic,23,Male,Independent
AtjwFkYY,84,0.24,,Hispanic,23,Male,Independent
AtjwFkYY,97,0.55,,Hispanic,23,Male,Independent
AtjwFkYY,55,0.64,,Hispanic,23,Male,Independent
AtjwFkYY,69,0.1,,Hispanic,23,Male,Independent
AtjwFkYY,101,0.5,,Hispanic,23,Male,Independent
AtjwFkYY,119,0.44,,Hispanic,23,Male,Independent
AtjwFkYY,33,0.74,,Hispanic,23,Male,Independent
pYB4wYnH,19,0.88,,White,83,Male,Democrat
pYB4wYnH,47,1,,White,83,Male,Democrat
pYB4wYnH,118,0.88,,White,83,Male,Democrat
pYB4wYnH,84,0.75,,White,83,Male,Democrat
pYB4wYnH,6,0,,White,83,Male,Democrat
pYB4wYnH,94,0.6,,White,83,Male,Democrat
pYB4wYnH,37,1,,White,83,Male,Democrat
pYB4wYnH,87,1,,White,83,Male,Democrat
pYB4wYnH,17,0.7,,White,83,Male,Democrat
pYB4wYnH,105,0.8,,White,83,Male,Democrat
pYB4wYnH,12,0,,White,83,Male,Democrat
pYB4wYnH,0,0,,White,83,Male,Democrat
pYB4wYnH,66,0.55,,White,83,Male,Democrat
pYB4wYnH,107,0.98,,White,83,Male,Democrat
pYB4wYnH,95,0.8,,White,83,Male,Democrat
pYB4wYnH,63,0,,White,83,Male,Democrat
pYB4wYnH,57,1,,White,83,Male,Democrat
pYB4wYnH,29,0.04,,White,83,Male,Democrat
pYB4wYnH,115,1,,White,83,Male,Democrat
pYB4wYnH,18,0.76,,White,83,Male,Democrat
pYB4wYnH,68,0.72,,White,83,Male,Democrat
pYB4wYnH,45,1,,White,83,Male,Democrat
pYB4wYnH,1,0,,White,83,Male,Democrat
pYB4wYnH,48,1,,White,83,Male,Democrat
IV9Znwer,86,0.75,,White,32,Female,Independent
IV9Znwer,78,0.55,,White,32,Female,Independent
IV9Znwer,9,0,,White,32,Female,Independent
IV9Znwer,28,0.75,,White,32,Female,Independent
IV9Znwer,33,1,,White,32,Female,Independent
IV9Znwer,65,0,,White,32,Female,Independent
IV9Znwer,10,0.5,,White,32,Female,Independent
IV9Znwer,59,1,,White,32,Female,Independent
IV9Znwer,47,1,,White,32,Female,Independent
IV9Znwer,37,1,,White,32,Female,Independent
IV9Znwer,46,1,,White,32,Female,Independent
IV9Znwer,23,1,,White,32,Female,Independent
IV9Znwer,4,0,,White,32,Female,Independent
IV9Znwer,93,0.2,,White,32,Female,Independent
IV9Znwer,3,0,,White,32,Female,Independent
IV9Znwer,15,0,,White,32,Female,Independent
IV9Znwer,61,0,,White,32,Female,Independent
IV9Znwer,100,0.7,,White,32,Female,Independent
IV9Znwer,110,1,,White,32,Female,Independent
IV9Znwer,92,0.4,,White,32,Female,Independent
IV9Znwer,43,1,,White,32,Female,Independent
IV9Znwer,13,0.8,,White,32,Female,Independent
IV9Znwer,30,1,,White,32,Female,Independent
IV9Znwer,76,0.25,,White,32,Female,Independent
cpdQTF1n,73,0.15,,Black,25,Female,Democrat
cpdQTF1n,43,0.95,,Black,25,Female,Democrat
cpdQTF1n,5,0,,Black,25,Female,Democrat
cpdQTF1n,60,0,,Black,25,Female,Democrat
cpdQTF1n,52,1,,Black,25,Female,Democrat
cpdQTF1n,94,0.98,,Black,25,Female,Democrat
cpdQTF1n,63,0,,Black,25,Female,Democrat
cpdQTF1n,109,0.45,,Black,25,Female,Democrat
cpdQTF1n,20,0.05,,Black,25,Female,Democrat
cpdQTF1n,79,0.15,,Black,25,Female,Democrat
cpdQTF1n,7,0.05,,Black,25,Female,Democrat
cpdQTF1n,23,0.85,,Black,25,Female,Democrat
cpdQTF1n,68,0.58,,Black,25,Female,Democrat
cpdQTF1n,12,0.05,,Black,25,Female,Democrat
cpdQTF1n,3,0.45,,Black,25,Female,Democrat
cpdQTF1n,80,0.45,,Black,25,Female,Democrat
cpdQTF1n,14,0,,Black,25,Female,Democrat
cpdQTF1n,116,0.98,,Black,25,Female,Democrat
cpdQTF1n,17,0.96,,Black,25,Female,Democrat
cpdQTF1n,77,0.25,,Black,25,Female,Democrat
cpdQTF1n,66,0.45,,Black,25,Female,Democrat
cpdQTF1n,119,0.55,,Black,25,Female,Democrat
cpdQTF1n,54,0.97,,Black,25,Female,Democrat
cpdQTF1n,86,0.05,,Black,25,Female,Democrat
KgISxv8R,48,0.96,,White,26,Male,Democrat
KgISxv8R,11,0.68,,White,26,Male,Democrat
KgISxv8R,7,0.02,,White,26,Male,Democrat
KgISxv8R,51,0.49,,White,26,Male,Democrat
KgISxv8R,96,0.43,,White,26,Male,Democrat
KgISxv8R,103,0.06,,White,26,Male,Democrat
KgISxv8R,25,0.56,,White,26,Male,Democrat
KgISxv8R,67,0.14,,White,26,Male,Democrat
KgISxv8R,45,0.56,,White,26,Male,Democrat
KgISxv8R,85,0.15,,White,26,Male,Democrat
KgISxv8R,27,0.51,,White,26,Male,Democrat
KgISxv8R,71,0.13,,White,26,Male,Democrat
KgISxv8R,95,0.3,,White,26,Male,Democrat
KgISxv8R,54,0.92,,White,26,Male,Democrat
KgISxv8R,30,0.81,,White,26,Male,Democrat
KgISxv8R,94,0.27,,White,26,Male,Democrat
KgISxv8R,86,0.37,,White,26,Male,Democrat
KgISxv8R,89,0.16,,White,26,Male,Democrat
KgISxv8R,81,0.18,,White,26,Male,Democrat
KgISxv8R,42,0.89,,White,26,Male,Democrat
KgISxv8R,15,0.28,,White,26,Male,Democrat
KgISxv8R,2,0.06,,White,26,Male,Democrat
KgISxv8R,9,0.28,,White,26,Male,Democrat
KgISxv8R,113,0.8,,White,26,Male,Democrat
Thhq7fZM,117,0.52,,White,61,Male,Republican
Thhq7fZM,44,0.18,,White,61,Male,Republican
Thhq7fZM,4,0,,White,61,Male,Republican
Thhq7fZM,76,0.02,,White,61,Male,Republican
Thhq7fZM,81,0.06,,White,61,Male,Republican
Thhq7fZM,95,0,,White,61,Male,Republican
Thhq7fZM,86,0.21,,White,61,Male,Republican
Thhq7fZM,59,0.6,,White,61,Male,Republican
Thhq7fZM,34,0.42,,White,61,Male,Republican
Thhq7fZM,21,0.09,,White,61,Male,Republican
Thhq7fZM,41,0.2,,White,61,Male,Republican
Thhq7fZM,114,0.89,,White,61,Male,Republican
Thhq7fZM,8,0,,White,61,Male,Republican
Thhq7fZM,10,0,,White,61,Male,Republican
Thhq7fZM,28,0.03,,White,61,Male,Republican
Thhq7fZM,69,0.08,,White,61,Male,Republican
Thhq7fZM,23,0.3,,White,61,Male,Republican
Thhq7fZM,46,0.88,,White,61,Male,Republican
Thhq7fZM,106,0,,White,61,Male,Republican
Thhq7fZM,56,0.53,,White,61,Male,Republican
Thhq7fZM,119,0.13,,White,61,Male,Republican
Thhq7fZM,113,0.17,,White,61,Male,Republican
Thhq7fZM,91,0.2,,White,61,Male,Republican
Thhq7fZM,2,0,,White,61,Male,Republican
CywGXTqh,98,1,,White,73,Female,Independent
CywGXTqh,56,1,,White,73,Female,Independent
CywGXTqh,39,1,,White,73,Female,Independent
CywGXTqh,97,0.99,,White,73,Female,Independent
CywGXTqh,5,0,,White,73,Female,Independent
CywGXTqh,35,1,,White,73,Female,Independent
CywGXTqh,57,1,,White,73,Female,Independent
CywGXTqh,62,0,,White,73,Female,Independent
CywGXTqh,76,0.8,,White,73,Female,Independent
CywGXTqh,77,0.55,,White,73,Female,Independent
CywGXTqh,70,0.55,,White,73,Female,Independent
CywGXTqh,102,0.88,,White,73,Female,Independent
CywGXTqh,45,1,,White,73,Female,Independent
CywGXTqh,109,0.85,,White,73,Female,Independent
CywGXTqh,4,0,,White,73,Female,Independent
CywGXTqh,82,0.46,,White,73,Female,Independent
CywGXTqh,119,0.75,,White,73,Female,Independent
CywGXTqh,95,0.57,,White,73,Female,Independent
CywGXTqh,85,1,,White,73,Female,Independent
CywGXTqh,11,0.67,,White,73,Female,Independent
CywGXTqh,53,1,,White,73,Female,Independent
CywGXTqh,40,1,,White,73,Female,Independent
CywGXTqh,25,0.9,,White,73,Female,Independent
CywGXTqh,79,0.55,,White,73,Female,Independent
CrurOuze,104,0.77,,White,30,Male,Democrat
CrurOuze,40,0.86,,White,30,Male,Democrat
CrurOuze,81,0.68,,White,30,Male,Democrat
CrurOuze,98,0.24,,White,30,Male,Democrat
CrurOuze,14,0.44,,White,30,Male,Democrat
CrurOuze,17,0.55,,White,30,Male,Democrat
CrurOuze,107,0.63,,White,30,Male,Democrat
CrurOuze,13,0.58,,White,30,Male,Democrat
CrurOuze,73,0.25,,White,30,Male,Democrat
CrurOuze,109,0.95,,White,30,Male,Democrat
CrurOuze,88,0.86,,White,30,Male,Democrat
CrurOuze,49,0.99,,White,30,Male,Democrat
CrurOuze,66,0.15,,White,30,Male,Democrat
CrurOuze,16,0.69,,White,30,Male,Democrat
CrurOuze,1,0.15,,White,30,Male,Democrat
CrurOuze,119,0.68,,White,30,Male,Democrat
CrurOuze,79,0.15,,White,30,Male,Democrat
CrurOuze,91,0.35,,White,30,Male,Democrat
CrurOuze,7,0,,White,30,Male,Democrat
CrurOuze,90,0.26,,White,30,Male,Democrat
CrurOuze,34,0.88,,White,30,Male,Democrat
CrurOuze,74,0.66,,White,30,Male,Democrat
CrurOuze,41,0.85,,White,30,Male,Democrat
CrurOuze,44,0.57,,White,30,Male,Democrat
kSiYM2VX,78,0.9,,White,39,Male,Democrat
kSiYM2VX,92,0.6,,White,39,Male,Democrat
kSiYM2VX,41,1,,White,39,Male,Democrat
kSiYM2VX,116,1,,White,39,Male,Democrat
kSiYM2VX,7,0,,White,39,Male,Democrat
kSiYM2VX,86,0.25,,White,39,Male,Democrat
kSiYM2VX,77,0.1,,White,39,Male,Democrat
kSiYM2VX,23,0.5,,White,39,Male,Democrat
kSiYM2VX,8,0,,White,39,Male,Democrat
kSiYM2VX,6,0,,White,39,Male,Democrat
kSiYM2VX,93,0.75,,White,39,Male,Democrat
kSiYM2VX,96,0.05,,White,39,Male,Democrat
kSiYM2VX,71,0.1,,White,39,Male,Democrat
kSiYM2VX,9,0,,White,39,Male,Democrat
kSiYM2VX,30,1,,White,39,Male,Democrat
kSiYM2VX,16,0.12,,White,39,Male,Democrat
kSiYM2VX,60,0,,White,39,Male,Democrat
kSiYM2VX,45,0.75,,White,39,Male,Democrat
kSiYM2VX,42,1,,White,39,Male,Democrat
kSiYM2VX,90,0.25,,White,39,Male,Democrat
kSiYM2VX,34,1,,White,39,Male,Democrat
kSiYM2VX,47,1,,White,39,Male,Democrat
kSiYM2VX,102,0.9,,White,39,Male,Democrat
kSiYM2VX,114,0.9,,White,39,Male,Democrat
2WX5LwCR,38,0.63,,White,45,Male,Democrat
2WX5LwCR,75,0.77,,White,45,Male,Democrat
2WX5LwCR,9,0,,White,45,Male,Democrat
2WX5LwCR,89,0.46,,White,45,Male,Democrat
2WX5LwCR,119,0.98,,White,45,Male,Democrat
2WX5LwCR,26,0.53,,White,45,Male,Democrat
2WX5LwCR,79,0.34,,White,45,Male,Democrat
2WX5LwCR,64,0,,White,45,Male,Democrat
2WX5LwCR,73,0.04,,White,45,Male,Democrat
2WX5LwCR,113,0.78,,White,45,Male,Democrat
2WX5LwCR,77,0.1,,White,45,Male,Democrat
2WX5LwCR,24,0.66,,White,45,Male,Democrat
2WX5LwCR,83,0.67,,White,45,Male,Democrat
2WX5LwCR,118,0.97,,White,45,Male,Democrat
2WX5LwCR,40,0.68,,White,45,Male,Democrat
2WX5LwCR,15,0.06,,White,45,Male,Democrat
2WX5LwCR,31,0.98,,White,45,Male,Democrat
2WX5LwCR,94,0.71,,White,45,Male,Democrat
2WX5LwCR,115,0.9,,White,45,Male,Democrat
2WX5LwCR,18,0.17,,White,45,Male,Democrat
2WX5LwCR,105,0.78,,White,45,Male,Democrat
2WX5LwCR,34,0.99,,White,45,Male,Democrat
2WX5LwCR,78,0.69,,White,45,Male,Democrat
2WX5LwCR,14,0.07,,White,45,Male,Democrat
J7AkhtxJ,27,0.05,,White,42,Male,Republican
J7AkhtxJ,116,0.81,,White,42,Male,Republican
J7AkhtxJ,59,0.9,,White,42,Male,Republican
J7AkhtxJ,8,0.17,,White,42,Male,Republican
J7AkhtxJ,47,0.9,,White,42,Male,Republican
J7AkhtxJ,87,0.81,,White,42,Male,Republican
J7AkhtxJ,83,0.9,,White,42,Male,Republican
J7AkhtxJ,71,0.15,,White,42,Male,Republican
J7AkhtxJ,36,0.9,,White,42,Male,Republican
J7AkhtxJ,95,0.5,,White,42,Male,Republican
J7AkhtxJ,14,0.81,,White,42,Male,Republican
J7AkhtxJ,21,0.71,,White,42,Male,Republican
J7AkhtxJ,31,0.81,,White,42,Male,Republican
J7AkhtxJ,78,0.1,,White,42,Male,Republican
J7AkhtxJ,16,0.25,,White,42,Male,Republican
J7AkhtxJ,38,0.88,,White,42,Male,Republican
J7AkhtxJ,6,0.05,,White,42,Male,Republican
J7AkhtxJ,1,0.88,,White,42,Male,Republican
J7AkhtxJ,45,0.71,,White,42,Male,Republican
J7AkhtxJ,32,0.1,,White,42,Male,Republican
J7AkhtxJ,17,0.81,,White,42,Male,Republican
J7AkhtxJ,68,0.38,,White,42,Male,Republican
J7AkhtxJ,4,0.2,,White,42,Male,Republican
J7AkhtxJ,81,0.16,,White,42,Male,Republican
j69UC8aO,2,0,,White,39,Female,Democrat
j69UC8aO,25,0.7,,White,39,Female,Democrat
j69UC8aO,51,0.7,,White,39,Female,Democrat
j69UC8aO,67,0,,White,39,Female,Democrat
j69UC8aO,91,0.26,,White,39,Female,Democrat
j69UC8aO,65,0,,White,39,Female,Democrat
j69UC8aO,110,0.5,,White,39,Female,Democrat
j69UC8aO,60,0,,White,39,Female,Democrat
j69UC8aO,94,0.15,,White,39,Female,Democrat
j69UC8aO,14,0.05,,White,39,Female,Democrat
j69UC8aO,28,0.55,,White,39,Female,Democrat
j69UC8aO,102,0.7,,White,39,Female,Democrat
j69UC8aO,85,0.01,,White,39,Female,Democrat
j69UC8aO,16,0.05,,White,39,Female,Democrat
j69UC8aO,47,1,,White,39,Female,Democrat
j69UC8aO,4,0.03,,White,39,Female,Democrat
j69UC8aO,61,0,,White,39,Female,Democrat
j69UC8aO,13,0.55,,White,39,Female,Democrat
j69UC8aO,117,0.99,,White,39,Female,Democrat
j69UC8aO,9,0,,White,39,Female,Democrat
j69UC8aO,11,0.72,,White,39,Female,Democrat
j69UC8aO,114,0.05,,White,39,Female,Democrat
j69UC8aO,95,0.2,,White,39,Female,Democrat
j69UC8aO,90,0.51,,White,39,Female,Democrat
rgUvZwnk,0,0,,Hispanic,53,Female,Independent
rgUvZwnk,113,0.85,,Hispanic,53,Female,Independent
rgUvZwnk,15,0.15,,Hispanic,53,Female,Independent
rgUvZwnk,7,0.05,,Hispanic,53,Female,Independent
rgUvZwnk,85,0.05,,Hispanic,53,Female,Independent
rgUvZwnk,57,0.95,,Hispanic,53,Female,Independent
rgUvZwnk,104,0.15,,Hispanic,53,Female,Independent
rgUvZwnk,96,0.35,,Hispanic,53,Female,Independent
rgUvZwnk,40,0.85,,Hispanic,53,Female,Independent
rgUvZwnk,32,0.85,,Hispanic,53,Female,Independent
rgUvZwnk,44,0.95,,Hispanic,53,Female,Independent
rgUvZwnk,1,0.25,,Hispanic,53,Female,Independent
rgUvZwnk,100,0.85,,Hispanic,53,Female,Independent
rgUvZwnk,83,0.05,,Hispanic,53,Female,Independent
rgUvZwnk,74,0.05,,Hispanic,53,Female,Independent
rgUvZwnk,102,0.45,,Hispanic,53,Female,Independent
rgUvZwnk,114,0.15,,Hispanic,53,Female,Independent
rgUvZwnk,105,0.05,,Hispanic,53,Female,Independent
rgUvZwnk,84,0.45,,Hispanic,53,Female,Independent
rgUvZwnk,17,0.15,,Hispanic,53,Female,Independent
rgUvZwnk,95,0.55,,Hispanic,53,Female,Independent
rgUvZwnk,88,0.85,,Hispanic,53,Female,Independent
rgUvZwnk,5,0.05,,Hispanic,53,Female,Independent
rgUvZwnk,70,0.25,,Hispanic,53,Female,Independent
7H5mFVMm,84,,0.45,Black,23,Male,Democrat
7H5mFVMm,110,,0.35,Black,23,Male,Democrat
7H5mFVMm,14,,0.45,Black,23,Male,Democrat
7H5mFVMm,74,,0.45,Black,23,Male,Democrat
7H5mFVMm,116,,0.45,Black,23,Male,Democrat
7H5mFVMm,111,,0.55,Black,23,Male,Democrat
7H5mFVMm,118,,0.75,Black,23,Male,Democrat
7H5mFVMm,28,,0.45,Black,23,Male,Democrat
7H5mFVMm,37,,0.75,Black,23,Male,Democrat
7H5mFVMm,101,,0.55,Black,23,Male,Democrat
7H5mFVMm,29,,0.35,Black,23,Male,Democrat
7H5mFVMm,108,,0.45,Black,23,Male,Democrat
7H5mFVMm,39,,0.35,Black,23,Male,Democrat
7H5mFVMm,88,,0.45,Black,23,Male,Democrat
7H5mFVMm,60,,0.05,Black,23,Male,Democrat
7H5mFVMm,89,,0.35,Black,23,Male,Democrat
7H5mFVMm,30,,0.55,Black,23,Male,Democrat
7H5mFVMm,12,,0.25,Black,23,Male,Democrat
7H5mFVMm,32,,0.05,Black,23,Male,Democrat
7H5mFVMm,98,,0.45,Black,23,Male,Democrat
7H5mFVMm,113,,0.45,Black,23,Male,Democrat
7H5mFVMm,20,,0.35,Black,23,Male,Democrat
7H5mFVMm,45,,0.55,Black,23,Male,Democrat
7H5mFVMm,82,,0.45,Black,23,Male,Democrat
uy4bpV50,14,,0.09,Asian,27,Male,Republican
uy4bpV50,45,,0.78,Asian,27,Male,Republican
uy4bpV50,22,,0.16,Asian,27,Male,Republican
uy4bpV50,17,,0.07,Asian,27,Male,Republican
uy4bpV50,50,,0.06,Asian,27,Male,Republican
uy4bpV50,86,,0.06,Asian,27,Male,Republican
uy4bpV50,61,,0.17,Asian,27,Male,Republican
uy4bpV50,23,,0.08,Asian,27,Male,Republican
uy4bpV50,18,,0.07,Asian,27,Male,Republican
uy4bpV50,80,,0.08,Asian,27,Male,Republican
uy4bpV50,5,,0.15,Asian,27,Male,Republican
uy4bpV50,35,,0.48,Asian,27,Male,Republican
uy4bpV50,25,,0,Asian,27,Male,Republican
uy4bpV50,88,,0.15,Asian,27,Male,Republican
uy4bpV50,12,,0.05,Asian,27,Male,Republican
uy4bpV50,106,,0.07,Asian,27,Male,Republican
uy4bpV50,95,,0.06,Asian,27,Male,Republican
uy4bpV50,48,,0.48,Asian,27,Male,Republican
uy4bpV50,87,,0.18,Asian,27,Male,Republican
uy4bpV50,85,,0.07,Asian,27,Male,Republican
uy4bpV50,69,,0.06,Asian,27,Male,Republican
uy4bpV50,77,,0.29,Asian,27,Male,Republican
uy4bpV50,47,,0.38,Asian,27,Male,Republican
YPQ9OAPT,49,,0.97,White,43,Male,Independent
YPQ9OAPT,80,,0.03,White,43,Male,Independent
YPQ9OAPT,113,,0.59,White,43,Male,Independent
YPQ9OAPT,82,,0.37,White,43,Male,Independent
YPQ9OAPT,111,,0.37,White,43,Male,Independent
YPQ9OAPT,84,,0.03,White,43,Male,Independent
YPQ9OAPT,61,,0.02,White,43,Male,Independent
YPQ9OAPT,23,,0.47,White,43,Male,Independent
YPQ9OAPT,70,,0.02,White,43,Male,Independent
YPQ9OAPT,39,,0.57,White,43,Male,Independent
YPQ9OAPT,83,,0.08,White,43,Male,Independent
YPQ9OAPT,8,,0.13,White,43,Male,Independent
YPQ9OAPT,116,,0.98,White,43,Male,Independent
YPQ9OAPT,100,,0.33,White,43,Male,Independent
YPQ9OAPT,58,,0.69,White,43,Male,Independent
YPQ9OAPT,104,,0.43,White,43,Male,Independent
YPQ9OAPT,92,,0.49,White,43,Male,Independent
YPQ9OAPT,10,,0.43,White,43,Male,Independent
YPQ9OAPT,85,,0.04,White,43,Male,Independent
YPQ9OAPT,90,,0.14,White,43,Male,Independent
YPQ9OAPT,56,,0.92,White,43,Male,Independent
YPQ9OAPT,117,,0.88,White,43,Male,Independent
YPQ9OAPT,16,,0.14,White,43,Male,Independent
YPQ9OAPT,14,,0.01,White,43,Male,Independent
M4G6MuFq,51,,0.56,White,34,Female,Democrat
M4G6MuFq,85,,0.78,White,34,Female,Democrat
M4G6MuFq,8,,0.15,White,34,Female,Democrat
M4G6MuFq,61,,0.25,White,34,Female,Democrat
M4G6MuFq,30,,0.03,White,34,Female,Democrat
M4G6MuFq,67,,0.06,White,34,Female,Democrat
M4G6MuFq,103,,0.27,White,34,Female,Democrat
M4G6MuFq,54,,0.27,White,34,Female,Democrat
M4G6MuFq,44,,0.88,White,34,Female,Democrat
M4G6MuFq,108,,0.85,White,34,Female,Democrat
M4G6MuFq,36,,0.17,White,34,Female,Democrat
M4G6MuFq,116,,0.92,White,34,Female,Democrat
M4G6MuFq,119,,0.75,White,34,Female,Democrat
M4G6MuFq,19,,0.05,White,34,Female,Democrat
M4G6MuFq,75,,0.43,White,34,Female,Democrat
M4G6MuFq,72,,0.25,White,34,Female,Democrat
M4G6MuFq,18,,0.06,White,34,Female,Democrat
M4G6MuFq,113,,0.75,White,34,Female,Democrat
M4G6MuFq,50,,0.84,White,34,Female,Democrat
M4G6MuFq,96,,0.55,White,34,Female,Democrat
M4G6MuFq,76,,0.33,White,34,Female,Democrat
M4G6MuFq,45,,0.45,White,34,Female,Democrat
M4G6MuFq,82,,0.15,White,34,Female,Democrat
M4G6MuFq,17,,0.22,White,34,Female,Democrat
kYHykYTn,114,,0,Others,26,Male,Independent
kYHykYTn,45,,0.55,Others,26,Male,Independent
kYHykYTn,9,,0,Others,26,Male,Independent
kYHykYTn,66,,0.45,Others,26,Male,Independent
kYHykYTn,75,,0.15,Others,26,Male,Independent
kYHykYTn,8,,0.05,Others,26,Male,Independent
kYHykYTn,37,,0.35,Others,26,Male,Independent
kYHykYTn,62,,0.15,Others,26,Male,Independent
kYHykYTn,43,,0.65,Others,26,Male,Independent
kYHykYTn,95,,0.45,Others,26,Male,Independent
kYHykYTn,56,,0.65,Others,26,Male,Independent
kYHykYTn,72,,0,Others,26,Male,Independent
kYHykYTn,30,,0.27,Others,26,Male,Independent
kYHykYTn,81,,0.35,Others,26,Male,Independent
kYHykYTn,7,,0.15,Others,26,Male,Independent
kYHykYTn,105,,0.45,Others,26,Male,Independent
